#omega_0	E_QP(omega)_0#	omega_1	E_QP(omega)_1#	omega_2	E_QP(omega)_2#	omega_3	E_QP(omega)_3#	omega_4	E_QP(omega)_4#	omega_5	E_QP(omega)_5#	omega_6	E_QP(omega)_6#	omega_7	E_QP(omega)_7#	omega_8	E_QP(omega)_8
-19.631806	-19.582744	 -1.470339	 -0.984493	 -0.975824	 -0.634048	 -0.834273	 -0.473797	 -0.757197	 -0.391035	 -0.398415	 +0.124575	 -0.323150	 +0.198805	 -0.056860	 +0.502499	 -0.004995	 +0.550029
-19.621806	-19.591134	 -1.460339	 -0.993880	 -0.965824	 -0.635541	 -0.824273	 -0.475455	 -0.747197	 -0.392711	 -0.388415	 +0.124389	 -0.313150	 +0.198599	 -0.046860	 +0.502271	 +0.005005	 +0.549830
-19.611806	-19.599377	 -1.450339	 -1.001473	 -0.955824	 -0.637012	 -0.814273	 -0.477087	 -0.737197	 -0.394361	 -0.378415	 +0.124203	 -0.303150	 +0.198393	 -0.036860	 +0.502043	 +0.015005	 +0.549630
-19.601806	-19.607475	 -1.440339	 -1.008449	 -0.945824	 -0.638459	 -0.804273	 -0.478696	 -0.727197	 -0.395987	 -0.368415	 +0.124016	 -0.293150	 +0.198187	 -0.026860	 +0.501814	 +0.025005	 +0.549430
-19.591806	-19.615433	 -1.430339	 -1.015037	 -0.935824	 -0.639885	 -0.794273	 -0.480280	 -0.717197	 -0.397589	 -0.358415	 +0.123831	 -0.283150	 +0.197982	 -0.016860	 +0.501584	 +0.035005	 +0.549229
-19.581806	-19.623255	 -1.420339	 -1.021319	 -0.925824	 -0.641289	 -0.784273	 -0.481842	 -0.707197	 -0.399168	 -0.348415	 +0.123645	 -0.273150	 +0.197776	 -0.006860	 +0.501355	 +0.045005	 +0.549028
-19.571806	-19.630943	 -1.410339	 -1.027339	 -0.915824	 -0.642672	 -0.774273	 -0.483381	 -0.697197	 -0.400724	 -0.338415	 +0.123459	 -0.263150	 +0.197571	 +0.003140	 +0.501124	 +0.055005	 +0.548826
-19.561806	-19.638501	 -1.400339	 -1.033125	 -0.905824	 -0.644035	 -0.764273	 -0.484899	 -0.687197	 -0.402258	 -0.328415	 +0.123273	 -0.253150	 +0.197366	 +0.013140	 +0.500893	 +0.065005	 +0.548623
-19.551806	-19.645933	 -1.390339	 -1.038698	 -0.895824	 -0.645379	 -0.754273	 -0.486395	 -0.677197	 -0.403771	 -0.318415	 +0.123088	 -0.243150	 +0.197161	 +0.023140	 +0.500661	 +0.075005	 +0.548420
-19.541806	-19.653242	 -1.380339	 -1.044072	 -0.885824	 -0.646704	 -0.744273	 -0.487871	 -0.667197	 -0.405263	 -0.308415	 +0.122902	 -0.233150	 +0.196956	 +0.033140	 +0.500429	 +0.085005	 +0.548216
-19.531806	-19.660431	 -1.370339	 -1.049263	 -0.875824	 -0.648011	 -0.734273	 -0.489326	 -0.657197	 -0.406735	 -0.298415	 +0.122716	 -0.223150	 +0.196751	 +0.043140	 +0.500196	 +0.095005	 +0.548011
-19.521806	-19.667502	 -1.360339	 -1.054281	 -0.865824	 -0.649300	 -0.724273	 -0.490763	 -0.647197	 -0.408187	 -0.288415	 +0.122531	 -0.213150	 +0.196546	 +0.053140	 +0.499963	 +0.105005	 +0.547805
-19.511806	-19.674459	 -1.350339	 -1.059137	 -0.855824	 -0.650571	 -0.714273	 -0.492180	 -0.637197	 -0.409620	 -0.278415	 +0.122345	 -0.203150	 +0.196340	 +0.063140	 +0.499728	 +0.115005	 +0.547599
-19.501806	-19.681305	 -1.340339	 -1.063840	 -0.845824	 -0.651826	 -0.704273	 -0.493578	 -0.627197	 -0.411034	 -0.268415	 +0.122159	 -0.193150	 +0.196135	 +0.073140	 +0.499493	 +0.125005	 +0.547392
-19.491806	-19.688042	 -1.330339	 -1.068399	 -0.835824	 -0.653065	 -0.694273	 -0.494959	 -0.617197	 -0.412430	 -0.258415	 +0.121973	 -0.183150	 +0.195929	 +0.083140	 +0.499257	 +0.135005	 +0.547184
-19.481806	-19.694672	 -1.320339	 -1.072821	 -0.825824	 -0.654287	 -0.684273	 -0.496322	 -0.607197	 -0.413808	 -0.248415	 +0.121787	 -0.173150	 +0.195724	 +0.093140	 +0.499020	 +0.145005	 +0.546975
-19.471806	-19.701200	 -1.310339	 -1.077115	 -0.815824	 -0.655495	 -0.674273	 -0.497669	 -0.597197	 -0.415169	 -0.238415	 +0.121600	 -0.163150	 +0.195518	 +0.103140	 +0.498782	 +0.155005	 +0.546765
-19.461806	-19.707625	 -1.300339	 -1.081285	 -0.805824	 -0.656687	 -0.664273	 -0.498998	 -0.587197	 -0.416513	 -0.228415	 +0.121413	 -0.153150	 +0.195311	 +0.113140	 +0.498544	 +0.165005	 +0.546554
-19.451806	-19.713952	 -1.290339	 -1.085338	 -0.795824	 -0.657865	 -0.654273	 -0.500312	 -0.577197	 -0.417841	 -0.218415	 +0.121226	 -0.143150	 +0.195105	 +0.123140	 +0.498304	 +0.175005	 +0.546342
-19.441806	-19.720183	 -1.280339	 -1.089281	 -0.785824	 -0.659028	 -0.644273	 -0.501610	 -0.567197	 -0.419152	 -0.208415	 +0.121039	 -0.133150	 +0.194898	 +0.133140	 +0.498063	 +0.185005	 +0.546129
-19.431806	-19.726319	 -1.270339	 -1.093117	 -0.775824	 -0.660178	 -0.634273	 -0.502892	 -0.557197	 -0.420448	 -0.198415	 +0.120851	 -0.123150	 +0.194691	 +0.143140	 +0.497822	 +0.195005	 +0.545915
-19.421806	-19.732363	 -1.260339	 -1.096852	 -0.765824	 -0.661315	 -0.624273	 -0.504160	 -0.547197	 -0.421729	 -0.188415	 +0.120663	 -0.113150	 +0.194483	 +0.153140	 +0.497579	 +0.205005	 +0.545700
-19.411806	-19.738317	 -1.250339	 -1.100491	 -0.755824	 -0.662438	 -0.614273	 -0.505413	 -0.537197	 -0.422995	 -0.178415	 +0.120475	 -0.103150	 +0.194275	 +0.163140	 +0.497335	 +0.215005	 +0.545483
-19.401806	-19.744183	 -1.240339	 -1.104038	 -0.745824	 -0.663549	 -0.604273	 -0.506651	 -0.527197	 -0.424246	 -0.168415	 +0.120286	 -0.093150	 +0.194066	 +0.173140	 +0.497090	 +0.225005	 +0.545266
-19.391806	-19.749963	 -1.230339	 -1.107496	 -0.735824	 -0.664648	 -0.594273	 -0.507876	 -0.517197	 -0.425483	 -0.158415	 +0.120097	 -0.083150	 +0.193857	 +0.183140	 +0.496844	 +0.235005	 +0.545047
-19.381806	-19.755658	 -1.220339	 -1.110870	 -0.725824	 -0.665735	 -0.584273	 -0.509088	 -0.507197	 -0.426707	 -0.148415	 +0.119907	 -0.073150	 +0.193648	 +0.193140	 +0.496596	 +0.245005	 +0.544827
-19.371806	-19.761272	 -1.210339	 -1.114163	 -0.715824	 -0.666810	 -0.574273	 -0.510286	 -0.497197	 -0.427917	 -0.138415	 +0.119717	 -0.063150	 +0.193437	 +0.203140	 +0.496348	 +0.255005	 +0.544606
-19.361806	-19.766804	 -1.200339	 -1.117379	 -0.705824	 -0.667873	 -0.564273	 -0.511472	 -0.487197	 -0.429113	 -0.128415	 +0.119526	 -0.053150	 +0.193227	 +0.213140	 +0.496097	 +0.265005	 +0.544383
-19.351806	-19.772258	 -1.190339	 -1.120520	 -0.695824	 -0.668926	 -0.554273	 -0.512645	 -0.477197	 -0.430297	 -0.118415	 +0.119335	 -0.043150	 +0.193015	 +0.223140	 +0.495846	 +0.275005	 +0.544159
-19.341806	-19.777635	 -1.180339	 -1.123590	 -0.685824	 -0.669968	 -0.544273	 -0.513806	 -0.467197	 -0.431469	 -0.108415	 +0.119143	 -0.033150	 +0.192803	 +0.233140	 +0.495593	 +0.285005	 +0.543934
-19.331806	-19.782937	 -1.170339	 -1.126591	 -0.675824	 -0.671000	 -0.534273	 -0.514956	 -0.457197	 -0.432628	 -0.098415	 +0.118950	 -0.023150	 +0.192590	 +0.243140	 +0.495339	 +0.295005	 +0.543707
-19.321806	-19.788164	 -1.160339	 -1.129528	 -0.665824	 -0.672021	 -0.524273	 -0.516093	 -0.447197	 -0.433776	 -0.088415	 +0.118757	 -0.013150	 +0.192377	 +0.253140	 +0.495083	 +0.305005	 +0.543478
-19.311806	-19.793320	 -1.150339	 -1.132423	 -0.655824	 -0.673033	 -0.514273	 -0.517220	 -0.437197	 -0.434912	 -0.078415	 +0.118563	 -0.003150	 +0.192162	 +0.263140	 +0.494826	 +0.315005	 +0.543248
-19.301806	-19.798404	 -1.140339	 -1.135197	 -0.645824	 -0.674035	 -0.504273	 -0.518335	 -0.427197	 -0.436037	 -0.068415	 +0.118368	 +0.006850	 +0.191947	 +0.273140	 +0.494567	 +0.325005	 +0.543017
-19.291806	-19.803420	 -1.130339	 -1.137952	 -0.635824	 -0.675028	 -0.494273	 -0.519440	 -0.417197	 -0.437150	 -0.058415	 +0.118173	 +0.016850	 +0.191731	 +0.283140	 +0.494306	 +0.335005	 +0.542783
-19.281806	-19.808367	 -1.120339	 -1.140647	 -0.625824	 -0.676011	 -0.484273	 -0.520535	 -0.407197	 -0.438253	 -0.048415	 +0.117976	 +0.026850	 +0.191513	 +0.293140	 +0.494044	 +0.345005	 +0.542548
-19.271806	-19.813248	 -1.110339	 -1.143287	 -0.615824	 -0.676986	 -0.474273	 -0.521619	 -0.397197	 -0.439345	 -0.038415	 +0.117779	 +0.036850	 +0.191295	 +0.303140	 +0.493780	 +0.355005	 +0.542312
-19.261806	-19.818063	 -1.100339	 -1.145874	 -0.605824	 -0.677952	 -0.464273	 -0.522693	 -0.387197	 -0.440428	 -0.028415	 +0.117581	 +0.046850	 +0.191076	 +0.313140	 +0.493514	 +0.365005	 +0.542073
-19.251806	-19.822815	 -1.090339	 -1.148410	 -0.595824	 -0.678910	 -0.454273	 -0.523758	 -0.377197	 -0.441500	 -0.018415	 +0.117382	 +0.056850	 +0.190856	 +0.323140	 +0.493246	 +0.375005	 +0.541833
-19.241806	-19.827505	 -1.080339	 -1.150897	 -0.585824	 -0.679859	 -0.444273	 -0.524813	 -0.367197	 -0.442562	 -0.008415	 +0.117183	 +0.066850	 +0.190635	 +0.333140	 +0.492977	 +0.385005	 +0.541591
-19.231806	-19.832133	 -1.070339	 -1.153336	 -0.575824	 -0.680801	 -0.434273	 -0.525860	 -0.357197	 -0.443615	 +0.001585	 +0.116982	 +0.076850	 +0.190412	 +0.343140	 +0.492705	 +0.395005	 +0.541347
-19.221806	-19.836700	 -1.060339	 -1.155729	 -0.565824	 -0.681735	 -0.424273	 -0.526897	 -0.347197	 -0.444658	 +0.011585	 +0.116780	 +0.086850	 +0.190189	 +0.353140	 +0.492432	 +0.405005	 +0.541101
-19.211806	-19.841209	 -1.050339	 -1.158078	 -0.555824	 -0.682661	 -0.414273	 -0.527926	 -0.337197	 -0.445693	 +0.021585	 +0.116577	 +0.096850	 +0.189964	 +0.363140	 +0.492156	 +0.415005	 +0.540853
-19.201806	-19.845660	 -1.040339	 -1.160383	 -0.545824	 -0.683580	 -0.404273	 -0.528946	 -0.327197	 -0.446718	 +0.031585	 +0.116373	 +0.106850	 +0.189738	 +0.373140	 +0.491879	 +0.425005	 +0.540603
-19.191806	-19.850055	 -1.030339	 -1.162647	 -0.535824	 -0.684492	 -0.394273	 -0.529958	 -0.317197	 -0.447735	 +0.041585	 +0.116168	 +0.116850	 +0.189511	 +0.383140	 +0.491599	 +0.435005	 +0.540351
-19.181806	-19.854394	 -1.020339	 -1.164871	 -0.525824	 -0.685397	 -0.384273	 -0.530961	 -0.307197	 -0.448744	 +0.051585	 +0.115962	 +0.126850	 +0.189282	 +0.393140	 +0.491317	 +0.445005	 +0.540096
-19.171806	-19.858678	 -1.010339	 -1.167056	 -0.515824	 -0.686295	 -0.374273	 -0.531957	 -0.297197	 -0.449744	 +0.061585	 +0.115755	 +0.136850	 +0.189052	 +0.403140	 +0.491033	 +0.455005	 +0.539839
-19.161806	-19.862909	 -1.000339	 -1.169203	 -0.505824	 -0.687187	 -0.364273	 -0.532946	 -0.287197	 -0.450737	 +0.071585	 +0.115546	 +0.146850	 +0.188820	 +0.413140	 +0.490746	 +0.465005	 +0.539580
-19.151806	-19.867087	 -0.990339	 -1.171313	 -0.495824	 -0.688073	 -0.354273	 -0.533927	 -0.277197	 -0.451721	 +0.081585	 +0.115337	 +0.156850	 +0.188587	 +0.423140	 +0.490457	 +0.475005	 +0.539319
-19.141806	-19.871214	 -0.980339	 -1.173388	 -0.485824	 -0.688952	 -0.344273	 -0.534901	 -0.267197	 -0.452698	 +0.091585	 +0.115126	 +0.166850	 +0.188352	 +0.433140	 +0.490166	 +0.485005	 +0.539055
-19.131806	-19.875290	 -0.970339	 -1.175429	 -0.475824	 -0.689825	 -0.334273	 -0.535867	 -0.257197	 -0.453668	 +0.101585	 +0.114913	 +0.176850	 +0.188116	 +0.443140	 +0.489872	 +0.495005	 +0.538789
-19.121806	-19.879317	 -0.960339	 -1.177436	 -0.465824	 -0.690693	 -0.324273	 -0.536827	 -0.247197	 -0.454630	 +0.111585	 +0.114699	 +0.186850	 +0.187878	 +0.453140	 +0.489575	 +0.505005	 +0.538520
-19.111806	-19.883295	 -0.950339	 -1.179411	 -0.455824	 -0.691555	 -0.314273	 -0.537780	 -0.237197	 -0.455585	 +0.121585	 +0.114484	 +0.196850	 +0.187638	 +0.463140	 +0.489275	 +0.515005	 +0.538248
-19.101806	-19.887225	 -0.940339	 -1.181354	 -0.445824	 -0.692411	 -0.304273	 -0.538727	 -0.227197	 -0.456534	 +0.131585	 +0.114267	 +0.206850	 +0.187396	 +0.473140	 +0.488973	 +0.525005	 +0.537974
-19.091806	-19.891108	 -0.930339	 -1.183267	 -0.435824	 -0.693262	 -0.294273	 -0.539668	 -0.217197	 -0.457475	 +0.141585	 +0.114049	 +0.216850	 +0.187153	 +0.483140	 +0.488668	 +0.535005	 +0.537697
-19.081806	-19.894946	 -0.920339	 -1.185150	 -0.425824	 -0.694108	 -0.284273	 -0.540602	 -0.207197	 -0.458410	 +0.151585	 +0.113829	 +0.226850	 +0.186908	 +0.493140	 +0.488360	 +0.545005	 +0.537417
-19.071806	-19.898737	 -0.910339	 -1.187004	 -0.415824	 -0.694949	 -0.274273	 -0.541530	 -0.197197	 -0.459339	 +0.161585	 +0.113608	 +0.236850	 +0.186661	 +0.503140	 +0.488050	 +0.555005	 +0.537134
-19.061806	-19.902485	 -0.900339	 -1.188830	 -0.405824	 -0.695785	 -0.264273	 -0.542453	 -0.187197	 -0.460262	 +0.171585	 +0.113385	 +0.246850	 +0.186411	 +0.513140	 +0.487736	 +0.565005	 +0.536848
-19.051806	-19.906189	 -0.890339	 -1.190629	 -0.395824	 -0.696617	 -0.254273	 -0.543370	 -0.177197	 -0.461178	 +0.181585	 +0.113160	 +0.256850	 +0.186160	 +0.523140	 +0.487419	 +0.575005	 +0.536559
-19.041806	-19.909849	 -0.880339	 -1.192401	 -0.385824	 -0.697444	 -0.244273	 -0.544281	 -0.167197	 -0.462089	 +0.191585	 +0.112934	 +0.266850	 +0.185906	 +0.533140	 +0.487098	 +0.585005	 +0.536267
-19.031806	-19.913468	 -0.870339	 -1.194148	 -0.375824	 -0.698266	 -0.234273	 -0.545188	 -0.157197	 -0.462994	 +0.201585	 +0.112705	 +0.276850	 +0.185651	 +0.543140	 +0.486775	 +0.595005	 +0.535971
-19.021806	-19.917045	 -0.860339	 -1.195870	 -0.365824	 -0.699084	 -0.224273	 -0.546089	 -0.147197	 -0.463893	 +0.211585	 +0.112475	 +0.286850	 +0.185393	 +0.553140	 +0.486447	 +0.605005	 +0.535672
-19.011806	-19.920582	 -0.850339	 -1.197567	 -0.355824	 -0.699898	 -0.214273	 -0.546985	 -0.137197	 -0.464788	 +0.221585	 +0.112243	 +0.296850	 +0.185132	 +0.563140	 +0.486117	 +0.615005	 +0.535370
-19.001806	-19.924078	 -0.840339	 -1.199241	 -0.345824	 -0.700708	 -0.204273	 -0.547876	 -0.127197	 -0.465676	 +0.231585	 +0.112009	 +0.306850	 +0.184869	 +0.573140	 +0.485783	 +0.625005	 +0.535064
-18.991806	-19.927535	 -0.830339	 -1.200891	 -0.335824	 -0.701515	 -0.194273	 -0.548763	 -0.117197	 -0.466560	 +0.241585	 +0.111773	 +0.316850	 +0.184604	 +0.583140	 +0.485445	 +0.635005	 +0.534754
-18.981806	-19.930954	 -0.820339	 -1.202519	 -0.325824	 -0.702317	 -0.184273	 -0.549645	 -0.107197	 -0.467439	 +0.251585	 +0.111535	 +0.326850	 +0.184336	 +0.593140	 +0.485103	 +0.645005	 +0.534441
-18.971806	-19.934334	 -0.810339	 -1.204125	 -0.315824	 -0.703116	 -0.174273	 -0.550522	 -0.097197	 -0.468313	 +0.261585	 +0.111295	 +0.336850	 +0.184065	 +0.603140	 +0.484757	 +0.655005	 +0.534124
-18.961806	-19.937677	 -0.800339	 -1.205710	 -0.305824	 -0.703911	 -0.164273	 -0.551396	 -0.087197	 -0.469182	 +0.271585	 +0.111053	 +0.346850	 +0.183792	 +0.613140	 +0.484407	 +0.665005	 +0.533802
-18.951806	-19.940984	 -0.790339	 -1.207274	 -0.295824	 -0.704704	 -0.154273	 -0.552265	 -0.077197	 -0.470047	 +0.281585	 +0.110808	 +0.356850	 +0.183516	 +0.623140	 +0.484053	 +0.675005	 +0.533477
-18.941806	-19.944254	 -0.780339	 -1.208818	 -0.285824	 -0.705493	 -0.144273	 -0.553131	 -0.067197	 -0.470907	 +0.291585	 +0.110561	 +0.366850	 +0.183237	 +0.633140	 +0.483695	 +0.685005	 +0.533147
-18.931806	-19.947488	 -0.770339	 -1.210342	 -0.275824	 -0.706279	 -0.134273	 -0.553992	 -0.057197	 -0.471763	 +0.301585	 +0.110312	 +0.376850	 +0.182954	 +0.643140	 +0.483332	 +0.695005	 +0.532813
-18.921806	-19.950688	 -0.760339	 -1.211846	 -0.265824	 -0.707062	 -0.124273	 -0.554850	 -0.047197	 -0.472615	 +0.311585	 +0.110060	 +0.386850	 +0.182669	 +0.653140	 +0.482965	 +0.705005	 +0.532475
-18.911806	-19.953853	 -0.750339	 -1.213332	 -0.255824	 -0.707842	 -0.114273	 -0.555704	 -0.037197	 -0.473463	 +0.321585	 +0.109806	 +0.396850	 +0.182381	 +0.663140	 +0.482593	 +0.715005	 +0.532132
-18.901806	-19.956985	 -0.740339	 -1.214800	 -0.245824	 -0.708619	 -0.104273	 -0.556555	 -0.027197	 -0.474307	 +0.331585	 +0.109549	 +0.406850	 +0.182089	 +0.673140	 +0.482217	 +0.725005	 +0.531784
-18.891806	-19.960083	 -0.730339	 -1.216250	 -0.235824	 -0.709394	 -0.094273	 -0.557403	 -0.017197	 -0.475148	 +0.341585	 +0.109290	 +0.416850	 +0.181793	 +0.683140	 +0.481835	 +0.735005	 +0.531431
-18.881806	-19.963148	 -0.720339	 -1.217682	 -0.225824	 -0.710166	 -0.084273	 -0.558248	 -0.007197	 -0.475985	 +0.351585	 +0.109028	 +0.426850	 +0.181495	 +0.693140	 +0.481448	 +0.745005	 +0.531074
-18.871806	-19.966181	 -0.710339	 -1.219098	 -0.215824	 -0.710937	 -0.074273	 -0.559089	 +0.002803	 -0.476818	 +0.361585	 +0.108763	 +0.436850	 +0.181192	 +0.703140	 +0.481056	 +0.755005	 +0.530711
-18.861806	-19.969183	 -0.700339	 -1.220497	 -0.205824	 -0.711704	 -0.064273	 -0.559928	 +0.012803	 -0.477648	 +0.371585	 +0.108495	 +0.446850	 +0.180886	 +0.713140	 +0.480659	 +0.765005	 +0.530342
-18.851806	-19.972153	 -0.690339	 -1.221880	 -0.195824	 -0.712470	 -0.054273	 -0.560764	 +0.022803	 -0.478475	 +0.381585	 +0.108224	 +0.456850	 +0.180576	 +0.723140	 +0.480256	 +0.775005	 +0.529969
-18.841806	-19.975092	 -0.680339	 -1.223247	 -0.185824	 -0.713234	 -0.044273	 -0.561597	 +0.032803	 -0.479299	 +0.391585	 +0.107950	 +0.466850	 +0.180262	 +0.733140	 +0.479847	 +0.785005	 +0.529589
-18.831806	-19.978001	 -0.670339	 -1.224599	 -0.175824	 -0.713996	 -0.034273	 -0.562428	 +0.042803	 -0.480119	 +0.401585	 +0.107673	 +0.476850	 +0.179944	 +0.743140	 +0.479432	 +0.795005	 +0.529203
-18.821806	-19.980881	 -0.660339	 -1.225935	 -0.165824	 -0.714756	 -0.024273	 -0.563256	 +0.052803	 -0.480937	 +0.411585	 +0.107393	 +0.486850	 +0.179621	 +0.753140	 +0.479012	 +0.805005	 +0.528812
-18.811806	-19.983731	 -0.650339	 -1.227257	 -0.155824	 -0.715514	 -0.014273	 -0.564082	 +0.062803	 -0.481752	 +0.421585	 +0.107110	 +0.496850	 +0.179294	 +0.763140	 +0.478584	 +0.815005	 +0.528414
-18.801806	-19.986552	 -0.640339	 -1.228565	 -0.145824	 -0.716271	 -0.004273	 -0.564906	 +0.072803	 -0.482565	 +0.431585	 +0.106823	 +0.506850	 +0.178963	 +0.773140	 +0.478151	 +0.825005	 +0.528010
-18.791806	-19.989345	 -0.630339	 -1.229859	 -0.135824	 -0.717027	 +0.005727	 -0.565728	 +0.082803	 -0.483375	 +0.441585	 +0.106533	 +0.516850	 +0.178626	 +0.783140	 +0.477710	 +0.835005	 +0.527598
-18.781806	-19.992109	 -0.620339	 -1.231139	 -0.125824	 -0.717781	 +0.015727	 -0.566549	 +0.092803	 -0.484182	 +0.451585	 +0.106239	 +0.526850	 +0.178285	 +0.793140	 +0.477263	 +0.845005	 +0.527180
-18.771806	-19.994846	 -0.610339	 -1.232406	 -0.115824	 -0.718534	 +0.025727	 -0.567367	 +0.102803	 -0.484988	 +0.461585	 +0.105941	 +0.536850	 +0.177939	 +0.803140	 +0.476808	 +0.855005	 +0.526755
-18.761806	-19.997556	 -0.600339	 -1.233660	 -0.105824	 -0.719286	 +0.035727	 -0.568184	 +0.112803	 -0.485791	 +0.471585	 +0.105640	 +0.546850	 +0.177588	 +0.813140	 +0.476346	 +0.865005	 +0.526322
-18.751806	-20.000240	 -0.590339	 -1.234901	 -0.095824	 -0.720036	 +0.045727	 -0.568999	 +0.122803	 -0.486592	 +0.481585	 +0.105334	 +0.556850	 +0.177231	 +0.823140	 +0.475876	 +0.875005	 +0.525881
-18.741806	-20.002896	 -0.580339	 -1.236129	 -0.085824	 -0.720786	 +0.055727	 -0.569813	 +0.132803	 -0.487392	 +0.491585	 +0.105025	 +0.566850	 +0.176869	 +0.833140	 +0.475398	 +0.885005	 +0.525432
-18.731806	-20.005527	 -0.570339	 -1.237346	 -0.075824	 -0.721535	 +0.065727	 -0.570626	 +0.142803	 -0.488189	 +0.501585	 +0.104711	 +0.576850	 +0.176501	 +0.843140	 +0.474911	 +0.895005	 +0.524975
-18.721806	-20.008133	 -0.560339	 -1.238551	 -0.065824	 -0.722284	 +0.075727	 -0.571437	 +0.152803	 -0.488985	 +0.511585	 +0.104393	 +0.586850	 +0.176127	 +0.853140	 +0.474416	 +0.905005	 +0.524510
-18.711806	-20.010713	 -0.550339	 -1.239744	 -0.055824	 -0.723032	 +0.085727	 -0.572248	 +0.162803	 -0.489779	 +0.521585	 +0.104071	 +0.596850	 +0.175746	 +0.863140	 +0.473912	 +0.915005	 +0.524035
-18.701806	-20.013268	 -0.540339	 -1.240926	 -0.045824	 -0.723779	 +0.095727	 -0.573057	 +0.172803	 -0.490572	 +0.531585	 +0.103744	 +0.606850	 +0.175359	 +0.873140	 +0.473399	 +0.925005	 +0.523551
-18.691806	-20.015798	 -0.530339	 -1.242096	 -0.035824	 -0.724526	 +0.105727	 -0.573866	 +0.182803	 -0.491363	 +0.541585	 +0.103412	 +0.616850	 +0.174966	 +0.883140	 +0.472876	 +0.935005	 +0.523057
-18.681806	-20.018305	 -0.520339	 -1.243256	 -0.025824	 -0.725273	 +0.115727	 -0.574674	 +0.192803	 -0.492154	 +0.551585	 +0.103076	 +0.626850	 +0.174566	 +0.893140	 +0.472343	 +0.945005	 +0.522553
-18.671806	-20.020788	 -0.510339	 -1.244406	 -0.015824	 -0.726020	 +0.125727	 -0.575482	 +0.202803	 -0.492943	 +0.561585	 +0.102734	 +0.636850	 +0.174158	 +0.903140	 +0.471800	 +0.955005	 +0.522038
-18.661806	-20.023247	 -0.500339	 -1.245545	 -0.005824	 -0.726767	 +0.135727	 -0.576289	 +0.212803	 -0.493731	 +0.571585	 +0.102388	 +0.646850	 +0.173743	 +0.913140	 +0.471245	 +0.965005	 +0.521513
-18.651806	-20.025683	 -0.490339	 -1.246674	 +0.004176	 -0.727513	 +0.145727	 -0.577096	 +0.222803	 -0.494518	 +0.581585	 +0.102036	 +0.656850	 +0.173320	 +0.923140	 +0.470679	 +0.975005	 +0.520976
-18.641806	-20.028097	 -0.480339	 -1.247793	 +0.014176	 -0.728260	 +0.155727	 -0.577902	 +0.232803	 -0.495305	 +0.591585	 +0.101678	 +0.666850	 +0.172889	 +0.933140	 +0.470102	 +0.985005	 +0.520426
-18.631806	-20.030488	 -0.470339	 -1.248903	 +0.024176	 -0.729007	 +0.165727	 -0.578709	 +0.242803	 -0.496090	 +0.601585	 +0.101315	 +0.676850	 +0.172450	 +0.943140	 +0.469512	 +0.995005	 +0.519865
-18.621806	-20.032857	 -0.460339	 -1.250003	 +0.034176	 -0.729755	 +0.175727	 -0.579516	 +0.252803	 -0.496876	 +0.611585	 +0.100946	 +0.686850	 +0.172002	 +0.953140	 +0.468909	 +1.005005	 +0.519289
