#omega_30	E_QP(omega)_30#	omega_31	E_QP(omega)_31#	omega_32	E_QP(omega)_32#	omega_33	E_QP(omega)_33#	omega_34	E_QP(omega)_34#	omega_35	E_QP(omega)_35#	omega_36	E_QP(omega)_36#	omega_37	E_QP(omega)_37#	omega_38	E_QP(omega)_38#	omega_39	E_QP(omega)_39#	omega_40	E_QP(omega)_40
-0.624978	-0.334026	-0.582588	-0.320781	-0.541136	-0.249544	-0.512987	-0.227647	-0.322688	+0.067328	-0.294028	+0.089211	-0.261949	+0.119372	-0.223327	+0.132254	-0.210258	+0.143581	-0.207832	+0.142634	-0.184036	+0.202087
-0.614978	-0.346968	-0.572588	-0.332054	-0.531136	-0.257882	-0.502987	-0.233807	-0.312688	+0.065479	-0.284028	+0.087675	-0.251949	+0.118139	-0.213327	+0.131803	-0.200258	+0.143151	-0.197832	+0.142226	-0.174036	+0.200846
-0.604978	-0.354150	-0.562588	-0.344295	-0.521136	-0.253838	-0.492987	-0.238825	-0.302688	+0.063700	-0.274028	+0.086173	-0.241949	+0.116917	-0.203327	+0.131347	-0.190258	+0.142717	-0.187832	+0.141813	-0.164036	+0.199595
-0.594978	-0.360266	-0.552588	-0.355298	-0.511136	-0.264245	-0.482987	-0.243184	-0.292688	+0.061981	-0.264028	+0.084701	-0.231949	+0.115704	-0.193327	+0.130886	-0.180258	+0.142277	-0.177832	+0.141396	-0.154036	+0.198334
-0.584978	-0.366422	-0.542588	-0.379599	-0.501136	-0.269110	-0.472987	-0.247068	-0.282688	+0.060314	-0.254028	+0.083256	-0.221949	+0.114497	-0.183327	+0.130420	-0.170258	+0.141832	-0.167832	+0.140974	-0.144036	+0.197062
-0.574978	-0.371489	-0.532588	-0.425757	-0.491136	-0.273582	-0.462987	-0.250587	-0.272688	+0.058691	-0.244028	+0.081835	-0.211949	+0.113296	-0.173327	+0.129949	-0.160258	+0.141382	-0.157832	+0.140546	-0.134036	+0.195777
-0.564978	-0.375816	-0.522588	-0.646702	-0.481136	-0.276310	-0.452987	-0.253818	-0.262688	+0.057107	-0.234028	+0.080435	-0.201949	+0.112099	-0.163327	+0.129472	-0.150258	+0.140925	-0.147832	+0.140113	-0.124036	+0.194477
-0.554978	-0.379850	-0.512588	-0.069098	-0.471136	-0.279641	-0.442987	-0.256814	-0.252688	+0.055556	-0.224028	+0.079053	-0.191949	+0.110904	-0.153327	+0.128990	-0.140258	+0.140462	-0.137832	+0.139675	-0.114036	+0.193161
-0.544978	-0.383471	-0.502588	-0.237552	-0.461136	-0.282664	-0.432987	-0.259615	-0.242688	+0.054035	-0.214028	+0.077686	-0.181949	+0.109711	-0.143327	+0.128501	-0.130258	+0.139991	-0.127832	+0.139230	-0.104036	+0.191827
-0.534978	-0.386796	-0.492588	-0.278593	-0.451136	-0.285479	-0.422987	-0.262252	-0.232688	+0.052539	-0.204028	+0.076333	-0.171949	+0.108516	-0.133327	+0.128006	-0.120258	+0.139514	-0.117832	+0.138779	-0.094036	+0.190473
-0.524978	-0.389896	-0.482588	-0.305143	-0.441136	-0.288127	-0.412987	-0.264749	-0.222688	+0.051066	-0.194028	+0.074992	-0.161949	+0.107321	-0.123327	+0.127503	-0.110258	+0.139029	-0.107832	+0.138321	-0.084036	+0.189099
-0.514978	-0.392746	-0.472588	-0.305880	-0.431136	-0.290636	-0.402987	-0.267125	-0.212688	+0.049612	-0.184028	+0.073661	-0.151949	+0.106122	-0.113327	+0.126993	-0.100258	+0.138536	-0.097832	+0.137856	-0.074036	+0.187700
-0.504978	-0.395459	-0.462588	-0.315369	-0.421136	-0.293027	-0.392987	-0.269396	-0.202688	+0.048174	-0.174028	+0.072337	-0.141949	+0.104919	-0.103327	+0.126475	-0.090258	+0.138035	-0.087832	+0.137383	-0.064036	+0.186276
-0.494978	-0.398023	-0.452588	-0.321966	-0.411136	-0.295313	-0.382987	-0.271576	-0.192688	+0.046750	-0.164028	+0.071021	-0.131949	+0.103710	-0.093327	+0.125949	-0.080258	+0.137524	-0.077832	+0.136902	-0.054036	+0.184823
-0.484978	-0.400459	-0.442588	-0.327470	-0.401136	-0.297509	-0.372987	-0.273674	-0.182688	+0.045339	-0.154028	+0.069709	-0.121949	+0.102495	-0.083327	+0.125414	-0.070258	+0.137004	-0.067832	+0.136413	-0.044036	+0.183340
-0.474978	-0.402783	-0.432588	-0.332076	-0.391136	-0.299625	-0.362987	-0.275701	-0.172688	+0.043937	-0.144028	+0.068401	-0.111949	+0.101271	-0.073327	+0.124870	-0.060258	+0.136474	-0.057832	+0.135915	-0.034036	+0.181823
-0.464978	-0.405008	-0.422588	-0.336081	-0.381136	-0.301669	-0.352987	-0.277663	-0.162688	+0.042543	-0.134028	+0.067094	-0.101949	+0.100038	-0.063327	+0.124316	-0.050258	+0.135934	-0.047832	+0.135407	-0.024036	+0.180268
-0.454978	-0.407143	-0.412588	-0.339650	-0.371136	-0.303650	-0.342987	-0.279569	-0.152688	+0.041155	-0.124028	+0.065789	-0.091949	+0.098794	-0.053327	+0.123751	-0.040258	+0.135381	-0.037832	+0.134890	-0.014036	+0.178673
-0.444978	-0.409199	-0.402588	-0.342886	-0.361136	-0.305573	-0.332987	-0.281423	-0.142688	+0.039771	-0.114028	+0.064483	-0.081949	+0.097538	-0.043327	+0.123175	-0.030258	+0.134817	-0.027832	+0.134362	-0.004036	+0.177032
-0.434978	-0.411183	-0.392588	-0.345862	-0.351136	-0.307445	-0.322987	-0.283231	-0.132688	+0.038389	-0.104028	+0.063176	-0.071949	+0.096267	-0.033327	+0.122588	-0.020258	+0.134240	-0.017832	+0.133822	+0.005964	+0.175342
-0.424978	-0.413101	-0.382588	-0.348628	-0.341136	-0.309270	-0.312987	-0.284997	-0.122688	+0.037009	-0.094028	+0.061865	-0.061949	+0.094981	-0.023327	+0.121988	-0.010258	+0.133650	-0.007832	+0.133271	+0.015964	+0.173596
-0.414978	-0.414960	-0.372588	-0.351221	-0.331136	-0.311052	-0.302987	-0.286726	-0.112688	+0.035628	-0.084028	+0.060551	-0.051949	+0.093678	-0.013327	+0.121374	-0.000258	+0.133044	+0.002168	+0.132707	+0.025964	+0.171788
-0.404978	-0.416763	-0.362588	-0.353671	-0.321136	-0.312796	-0.292987	-0.288422	-0.102688	+0.034245	-0.074028	+0.059230	-0.041949	+0.092356	-0.003327	+0.120746	+0.009742	+0.132424	+0.012168	+0.132130	+0.035964	+0.169911
-0.394978	-0.418516	-0.352588	-0.355997	-0.311136	-0.314505	-0.282987	-0.290087	-0.092688	+0.032858	-0.064028	+0.057903	-0.031949	+0.091012	+0.006673	+0.120104	+0.019742	+0.131786	+0.022168	+0.131538	+0.045964	+0.167956
-0.384978	-0.420222	-0.342588	-0.358219	-0.301136	-0.316183	-0.272987	-0.291724	-0.082688	+0.031466	-0.054028	+0.056568	-0.021949	+0.089645	+0.016673	+0.119445	+0.029742	+0.131131	+0.032168	+0.130931	+0.055964	+0.165913
-0.374978	-0.421885	-0.332588	-0.360350	-0.291136	-0.317832	-0.262987	-0.293337	-0.072688	+0.030067	-0.044028	+0.055224	-0.011949	+0.088251	+0.026673	+0.118768	+0.039742	+0.130457	+0.042168	+0.130308	+0.065964	+0.163768
-0.364978	-0.423508	-0.322588	-0.362402	-0.281136	-0.319454	-0.252987	-0.294928	-0.062688	+0.028660	-0.034028	+0.053868	-0.001949	+0.086829	+0.036673	+0.118073	+0.049742	+0.129762	+0.052168	+0.129667	+0.075964	+0.161506
-0.354978	-0.425093	-0.312588	-0.364384	-0.271136	-0.321054	-0.242987	-0.296500	-0.052688	+0.027243	-0.024028	+0.052501	+0.008051	+0.085376	+0.046673	+0.117358	+0.059742	+0.129044	+0.062168	+0.129007	+0.085964	+0.159107
-0.344978	-0.426644	-0.302588	-0.366304	-0.261136	-0.322631	-0.232987	-0.298053	-0.042688	+0.025815	-0.014028	+0.051120	+0.018051	+0.083887	+0.056673	+0.116622	+0.069742	+0.128303	+0.072168	+0.128327	+0.095964	+0.156545
-0.334978	-0.428162	-0.292588	-0.368168	-0.251136	-0.324190	-0.222987	-0.299592	-0.032688	+0.024373	-0.004028	+0.049725	+0.028051	+0.082359	+0.066673	+0.115862	+0.079742	+0.127535	+0.082168	+0.127624	+0.105964	+0.153783
-0.324978	-0.429650	-0.282588	-0.369984	-0.241136	-0.325731	-0.212987	-0.301117	-0.022688	+0.022916	+0.005972	+0.048312	+0.038051	+0.080787	+0.076673	+0.115077	+0.089742	+0.126739	+0.092168	+0.126898	+0.115964	+0.150773
-0.314978	-0.431109	-0.272588	-0.371755	-0.231136	-0.327257	-0.202987	-0.302630	-0.012688	+0.021443	+0.015972	+0.046882	+0.048051	+0.079166	+0.086673	+0.114265	+0.099742	+0.125912	+0.102168	+0.126146	+0.125964	+0.147440
-0.304978	-0.432541	-0.262588	-0.373487	-0.221136	-0.328769	-0.192987	-0.304134	-0.002688	+0.019950	+0.025972	+0.045431	+0.058051	+0.077490	+0.096673	+0.113422	+0.109742	+0.125050	+0.112168	+0.125365	+0.135964	+0.143658
-0.294978	-0.433948	-0.252588	-0.375183	-0.211136	-0.330269	-0.182987	-0.305630	+0.007312	+0.018436	+0.035972	+0.043958	+0.068051	+0.075751	+0.106673	+0.112547	+0.119742	+0.124151	+0.122168	+0.124553	+0.145964	+0.139183
-0.284978	-0.435331	-0.242588	-0.376847	-0.201136	-0.331759	-0.172987	-0.307120	+0.017312	+0.016899	+0.045972	+0.042461	+0.078051	+0.073941	+0.116673	+0.111636	+0.129742	+0.123209	+0.132168	+0.123706	+0.155964	+0.133413
-0.274978	-0.436692	-0.232588	-0.378482	-0.191136	-0.333241	-0.162987	-0.308605	+0.027312	+0.015336	+0.055972	+0.040938	+0.088051	+0.072048	+0.126673	+0.110685	+0.139742	+0.122221	+0.142168	+0.122821	+0.165964	+0.123976
-0.264978	-0.438032	-0.222588	-0.380091	-0.181136	-0.334715	-0.152987	-0.310087	+0.037312	+0.013744	+0.065972	+0.039387	+0.098051	+0.070058	+0.136673	+0.109690	+0.149742	+0.121181	+0.152168	+0.121893	+0.175964	+0.075340
-0.254978	-0.439351	-0.212588	-0.381677	-0.171136	-0.336184	-0.142987	-0.311568	+0.047312	+0.012121	+0.075972	+0.037803	+0.108051	+0.067954	+0.146673	+0.108645	+0.159742	+0.120081	+0.162168	+0.120915	+0.185964	+0.141337
-0.244978	-0.440652	-0.202588	-0.383241	-0.161136	-0.337648	-0.132987	-0.313050	+0.057312	+0.010463	+0.085972	+0.036186	+0.118051	+0.065714	+0.156673	+0.107544	+0.169742	+0.118914	+0.172168	+0.119881	+0.195964	+0.125151
-0.234978	-0.441935	-0.192588	-0.384787	-0.151136	-0.339110	-0.122987	-0.314534	+0.067312	+0.008765	+0.095972	+0.034530	+0.128051	+0.063308	+0.166673	+0.106381	+0.179742	+0.117670	+0.182168	+0.118782	+0.205964	+0.113676
-0.224978	-0.443201	-0.182588	-0.386316	-0.141136	-0.340571	-0.112987	-0.316022	+0.077312	+0.007025	+0.105972	+0.032833	+0.138051	+0.060695	+0.176673	+0.105144	+0.189742	+0.116337	+0.192168	+0.117605	+0.215964	+0.100808
-0.214978	-0.444451	-0.172588	-0.387830	-0.131136	-0.342032	-0.102987	-0.317516	+0.087312	+0.005237	+0.115972	+0.031091	+0.148051	+0.057817	+0.186673	+0.103823	+0.199742	+0.114899	+0.202168	+0.116334	+0.225964	+0.082931
-0.204978	-0.445686	-0.162588	-0.389332	-0.121136	-0.343495	-0.092987	-0.319018	+0.097312	+0.003395	+0.125972	+0.029297	+0.158051	+0.054590	+0.196673	+0.102403	+0.209742	+0.113336	+0.212168	+0.114944	+0.235964	+0.052281
-0.194978	-0.446907	-0.152588	-0.390822	-0.111136	-0.344962	-0.082987	-0.320530	+0.107312	+0.001494	+0.135972	+0.027448	+0.168051	+0.050878	+0.206673	+0.100865	+0.219742	+0.111622	+0.222168	+0.113397	+0.245964	-0.045978
-0.184978	-0.448115	-0.142588	-0.392303	-0.101136	-0.346434	-0.072987	-0.322053	+0.117312	-0.000475	+0.145972	+0.025536	+0.178051	+0.046396	+0.216673	+0.099183	+0.229742	+0.109725	+0.232168	+0.111628	+0.255964	+0.092678
-0.174978	-0.449310	-0.132588	-0.393776	-0.091136	-0.347912	-0.062987	-0.323591	+0.127312	-0.002520	+0.155972	+0.023554	+0.188051	+0.041282	+0.226673	+0.097321	+0.239742	+0.107596	+0.242168	+0.109482	+0.265964	-0.216956
-0.164978	-0.450492	-0.122588	-0.395243	-0.081136	-0.349399	-0.052987	-0.325146	+0.137312	-0.004653	+0.165972	+0.021492	+0.198051	+0.033841	+0.236673	+0.095225	+0.249742	+0.105169	+0.252168	+0.107031	+0.275964	+0.548738
-0.154978	-0.451664	-0.112588	-0.396705	-0.071136	-0.350896	-0.042987	-0.326720	+0.147312	-0.006885	+0.175972	+0.019339	+0.208051	+0.028097	+0.246673	+0.092806	+0.259742	+0.102343	+0.262168	+0.102626	+0.285964	+0.265548
-0.144978	-0.452825	-0.102588	-0.398164	-0.061136	-0.352406	-0.032987	-0.328316	+0.157312	-0.009233	+0.185972	+0.017079	+0.218051	+0.009000	+0.256673	+0.089882	+0.269742	+0.098923	+0.272168	+0.089078	+0.295964	+0.192670
-0.134978	-0.453975	-0.092588	-0.399623	-0.051136	-0.353930	-0.022987	-0.329938	+0.167312	-0.011718	+0.195972	+0.014689	+0.228051	-0.027369	+0.266673	+0.086931	+0.279742	+0.095322	+0.282168	+0.122625	+0.305964	+0.136480
-0.124978	-0.455116	-0.082588	-0.401081	-0.041136	-0.355471	-0.012987	-0.331590	+0.177312	-0.014364	+0.205972	+0.012123	+0.238051	-0.205845	+0.276673	+0.081205	+0.289742	+0.089778	+0.292168	+0.106999	+0.315964	-0.016680
-0.114978	-0.456248	-0.072588	-0.402541	-0.031136	-0.357032	-0.002987	-0.333276	+0.187312	-0.017206	+0.215972	+0.009612	+0.248051	+0.259338	+0.286673	+0.068174	+0.299742	+0.082450	+0.302168	+0.100747	+0.325964	+0.248188
-0.104978	-0.457372	-0.062588	-0.404005	-0.021136	-0.358614	+0.007013	-0.335001	+0.197312	-0.020290	+0.225972	+0.006409	+0.258051	+0.124721	+0.296673	+0.101349	+0.309742	+0.071521	+0.312168	+0.091500	+0.335964	+0.260519
-0.094978	-0.458488	-0.052588	-0.405474	-0.011136	-0.360222	+0.017013	-0.336770	+0.207312	-0.023678	+0.235972	+0.001560	+0.268051	+0.091709	+0.306673	+0.079539	+0.319742	+0.050755	+0.322168	+0.112320	+0.345964	+0.203599
-0.084978	-0.459597	-0.042588	-0.406951	-0.001136	-0.361858	+0.027013	-0.338591	+0.217312	-0.027466	+0.245972	+0.001431	+0.278051	+0.073574	+0.316673	+0.068526	+0.329742	+0.015431	+0.332168	+0.100308	+0.355964	+0.194904
-0.074978	-0.460699	-0.032588	-0.408436	+0.008864	-0.363526	+0.037013	-0.340472	+0.227312	-0.031803	+0.255972	-0.002999	+0.288051	+0.065173	+0.326673	+0.054053	+0.339742	-0.343410	+0.342168	+0.081045	+0.365964	+0.176306
-0.064978	-0.461794	-0.022588	-0.409933	+0.018864	-0.365231	+0.047013	-0.342422	+0.237312	-0.037035	+0.265972	-0.008241	+0.298051	+0.055591	+0.336673	+0.031148	+0.349742	+0.237572	+0.352168	+0.142944	+0.375964	+0.156442
-0.054978	-0.462884	-0.012588	-0.411442	+0.028864	-0.366978	+0.057013	-0.344455	+0.247312	-0.042558	+0.275972	-0.012637	+0.308051	+0.047608	+0.346673	-0.050496	+0.359742	+0.152090	+0.362168	+0.094036	+0.385964	+0.153480
-0.044978	-0.463968	-0.002588	-0.412968	+0.038864	-0.368772	+0.067013	-0.346587	+0.257312	-0.050082	+0.285972	-0.019814	+0.318051	+0.040650	+0.356673	+0.562676	+0.369742	+0.116117	+0.372168	+0.073567	+0.395964	+0.131203
-0.034978	-0.465048	+0.007412	-0.414512	+0.048864	-0.370621	+0.077013	-0.348839	+0.267312	-0.060780	+0.295972	+0.007886	+0.328051	+0.058601	+0.366673	+0.252482	+0.379742	+0.076364	+0.382168	+0.078672	+0.405964	+0.117887
-0.024978	-0.466123	+0.017412	-0.416077	+0.058864	-0.372531	+0.087013	-0.351240	+0.277312	-0.078515	+0.305972	-0.028676	+0.338051	+0.021153	+0.376673	+0.148572	+0.389742	+0.209036	+0.392168	+0.209792	+0.415964	+0.208091
-0.014978	-0.467194	+0.027412	-0.417666	+0.068864	-0.374513	+0.097013	-0.353829	+0.287312	-0.110736	+0.315972	-0.024859	+0.348051	+0.032131	+0.386673	+0.121337	+0.399742	+0.231250	+0.402168	+0.105735	+0.425964	+0.046716
-0.004978	-0.468261	+0.037412	-0.419283	+0.078864	-0.376578	+0.107013	-0.356668	+0.297312	-0.239755	+0.325972	-0.038170	+0.358051	+0.020619	+0.396673	+0.103609	+0.409742	+0.144190	+0.412168	+0.045649	+0.435964	+0.143363
+0.005022	-0.469326	+0.047412	-0.420933	+0.088864	-0.378740	+0.117013	-0.359849	+0.307312	+0.223388	+0.335972	-0.054002	+0.368051	+0.006927	+0.406673	+0.071570	+0.419742	+0.125097	+0.422168	+0.259646	+0.445964	+0.079753
+0.015022	-0.470387	+0.057412	-0.422619	+0.098864	-0.381017	+0.127013	-0.363532	+0.317312	+0.105784	+0.345972	-0.082692	+0.378051	-0.009372	+0.416673	+0.095942	+0.429742	+0.129091	+0.432168	+0.110337	+0.455964	+0.527447
+0.025022	-0.471447	+0.067412	-0.424347	+0.108864	-0.383431	+0.137013	-0.368020	+0.327312	+0.011750	+0.355972	+0.001188	+0.388051	-0.076520	+0.426673	+0.054905	+0.439742	+0.110499	+0.442168	+0.123084	+0.465964	+0.187741
+0.035022	-0.472505	+0.077412	-0.426124	+0.118864	-0.386012	+0.147013	-0.373983	+0.337312	-0.016435	+0.365972	-0.130202	+0.398051	-0.026598	+0.436673	+0.312221	+0.449742	+0.093209	+0.452168	+0.082847	+0.475964	+0.167029
+0.045022	-0.473561	+0.087412	-0.427958	+0.128864	-0.388798	+0.157013	-0.383317	+0.347312	-0.046109	+0.375972	-0.383962	+0.408051	+0.040293	+0.446673	+0.135535	+0.459742	+0.064644	+0.462168	-0.070045	+0.485964	+0.143711
+0.055022	-0.474617	+0.097412	-0.429857	+0.138864	-0.391845	+0.167013	-0.404595	+0.357312	-0.003170	+0.385972	+0.393898	+0.418051	+0.297461	+0.456673	+0.107597	+0.469742	+0.240730	+0.472168	+0.209634	+0.495964	+0.180212
+0.065022	-0.475673	+0.107412	-0.431833	+0.148864	-0.395233	+0.177013	-0.579940	+0.367312	-0.050696	+0.395972	+0.121805	+0.428051	+0.081134	+0.466673	+0.075459	+0.479742	+0.121526	+0.482168	+0.182650	+0.505964	+0.138294
+0.075022	-0.476728	+0.117412	-0.433901	+0.158864	-0.399097	+0.187013	-0.327861	+0.377312	-0.105847	+0.405972	+0.054182	+0.438051	+0.053005	+0.476673	+0.087363	+0.489742	+0.108025	+0.492168	+0.146486	+0.515964	+0.109252
+0.085022	-0.477785	+0.127412	-0.436078	+0.168864	-0.403725	+0.197013	-0.356407	+0.387312	-0.216362	+0.415972	+0.031912	+0.448051	+0.011807	+0.486673	+0.058266	+0.499742	+0.051200	+0.502168	+0.115869	+0.525964	+0.117375
+0.095022	-0.478843	+0.137412	-0.438388	+0.178864	-0.410837	+0.207013	-0.370726	+0.397312	+0.027132	+0.425972	+0.005565	+0.458051	-0.077989	+0.496673	-0.079258	+0.509742	+0.057359	+0.512168	+0.115294	+0.535964	+0.083627
+0.105022	-0.479902	+0.147412	-0.440862	+0.188864	-0.412388	+0.217013	-0.376825	+0.407312	-0.032754	+0.435972	-0.031462	+0.468051	+0.046632	+0.506673	+0.114676	+0.519742	+0.046230	+0.522168	+0.071330	+0.545964	+0.288930
+0.115022	-0.480964	+0.157412	-0.443546	+0.198864	-0.422103	+0.227013	-0.388645	+0.417312	-0.007147	+0.445972	+0.012257	+0.478051	+0.080500	+0.516673	+0.181881	+0.529742	+0.153479	+0.532168	+0.170542	+0.555964	+0.162207
+0.125022	-0.482029	+0.167412	-0.446501	+0.208864	-0.428605	+0.237013	-0.403116	+0.427312	-0.048848	+0.455972	-0.029049	+0.488051	+0.026646	+0.526673	+0.112164	+0.539742	+0.111472	+0.542168	+0.116393	+0.565964	+0.104243
+0.135022	-0.483099	+0.177412	-0.449824	+0.218864	-0.449593	+0.247013	-0.434122	+0.437312	-0.063102	+0.465972	-0.006039	+0.498051	+0.071585	+0.536673	+0.087662	+0.549742	+0.165626	+0.552168	+0.120071	+0.575964	+0.131853
+0.145022	-0.484172	+0.187412	-0.453673	+0.228864	-0.488928	+0.257013	-0.442490	+0.447312	-0.113460	+0.475972	-0.077873	+0.508051	+0.036954	+0.546673	+0.068252	+0.559742	+0.113787	+0.562168	+0.118278	+0.585964	+0.093367
+0.155022	-0.485252	+0.197412	-0.458336	+0.238864	-0.696889	+0.267013	-0.623152	+0.457312	-0.461545	+0.485972	+0.069723	+0.518051	+0.001490	+0.556673	+0.100311	+0.569742	+0.119993	+0.572168	+0.100401	+0.595964	+0.113893
+0.165022	-0.486338	+0.207412	-0.464507	+0.248864	-0.261238	+0.277013	-0.214520	+0.467312	+0.043584	+0.495972	-0.011525	+0.528051	-0.103765	+0.566673	+0.063995	+0.579742	+0.063280	+0.582168	+0.106323	+0.605964	+0.074889
+0.175022	-0.487432	+0.217412	-0.472060	+0.258864	-0.379498	+0.287013	-0.336651	+0.477312	-0.054075	+0.505972	-0.018430	+0.538051	+0.122487	+0.576673	+0.099234	+0.589742	+0.097610	+0.592168	+0.095141	+0.615964	+0.084595
+0.185022	-0.488536	+0.227412	-0.489112	+0.268864	-0.452600	+0.297013	-0.381577	+0.487312	-0.032619	+0.515972	-0.052898	+0.548051	+0.047504	+0.586673	+0.062865	+0.599742	+0.082089	+0.602168	+0.104208	+0.625964	+0.014378
+0.195022	-0.489653	+0.237412	-0.598929	+0.278864	-0.663269	+0.307013	-0.433474	+0.497312	-0.020709	+0.525972	-0.043235	+0.558051	+0.049312	+0.596673	+0.062480	+0.609742	+0.113307	+0.612168	+0.110067	+0.635964	-0.016448
+0.205022	-0.490784	+0.247412	-0.461847	+0.288864	-0.288396	+0.317013	-0.646606	+0.507312	-0.149539	+0.535972	-0.245306	+0.568051	-0.056800	+0.606673	+0.095487	+0.619742	+0.091744	+0.622168	+0.091686	+0.645964	-0.117007
+0.215022	-0.491937	+0.257412	-0.513149	+0.298864	-0.349219	+0.327013	-0.463913	+0.517312	-0.067658	+0.545972	-0.056240	+0.578051	+0.022765	+0.616673	+0.115473	+0.629742	+0.086956	+0.632168	+0.093730	+0.655964	+0.042248
+0.225022	-0.493120	+0.267412	-0.839902	+0.308864	-0.351496	+0.337013	-0.222977	+0.527312	-0.073702	+0.555972	-0.077153	+0.588051	+0.031482	+0.626673	+0.079927	+0.639742	+0.107892	+0.642168	+0.110098	+0.665964	+0.146972
+0.235022	-0.494353	+0.277412	-0.371972	+0.318864	-0.389959	+0.347013	-0.297314	+0.537312	-0.011772	+0.565972	-0.317131	+0.598051	+0.017847	+0.636673	+0.094971	+0.649742	+0.129171	+0.652168	+0.099509	+0.675964	+0.110828
+0.245022	-0.495694	+0.287412	-0.431325	+0.328864	-0.365860	+0.357013	-0.317879	+0.547312	-0.067697	+0.575972	+0.027311	+0.608051	+0.006996	+0.646673	+0.100047	+0.659742	+0.101105	+0.662168	+0.057643	+0.685964	+0.075243
+0.255022	-0.497435	+0.297412	-0.410139	+0.338864	-0.460336	+0.367013	-0.340281	+0.557312	-0.128228	+0.585972	-0.018232	+0.618051	-0.045143	+0.656673	+0.075793	+0.669742	+0.075800	+0.672168	+0.078076	+0.695964	-0.017698
+0.265022	-0.497195	+0.307412	-0.474087	+0.348864	-0.413011	+0.377013	-0.353205	+0.567312	-0.127235	+0.595972	-0.055320	+0.628051	-0.023765	+0.666673	+0.100482	+0.679742	+0.047194	+0.682168	+0.109146	+0.705964	+0.016336
+0.275022	-0.497873	+0.317412	-0.443480	+0.358864	-0.364872	+0.387013	-0.359062	+0.577312	-0.024856	+0.605972	+0.010949	+0.638051	+0.074910	+0.676673	+0.085434	+0.689742	+0.113971	+0.692168	+0.101619	+0.715964	+0.054509
+0.285022	-0.499718	+0.327412	-0.458940	+0.368864	-0.392810	+0.397013	-0.371370	+0.587312	-0.056008	+0.615972	-0.061719	+0.648051	-0.004747	+0.686673	+0.060495	+0.699742	+0.044712	+0.702168	+0.096874	+0.725964	+0.005847
+0.295022	-0.501651	+0.337412	-0.473500	+0.378864	-0.407610	+0.407013	-0.383732	+0.597312	-0.140957	+0.625972	-0.118495	+0.658051	-0.035414	+0.696673	+0.031405	+0.709742	+0.107102	+0.712168	+0.073160	+0.735964	-0.016527
+0.305022	-0.502207	+0.347412	-0.491975	+0.388864	-0.441824	+0.417013	-0.391077	+0.607312	+0.178435	+0.635972	+0.217094	+0.668051	+0.196330	+0.706673	+0.066012	+0.719742	+0.097740	+0.722168	+0.132023	+0.745964	+0.265624
+0.315022	-0.504681	+0.357412	-0.504248	+0.398864	-0.415963	+0.427013	-0.384400	+0.617312	-0.139538	+0.645972	-0.108688	+0.678051	-0.020774	+0.716673	+0.102433	+0.729742	+0.087141	+0.732168	+0.045495	+0.755964	+0.188442
+0.325022	-0.502503	+0.367412	-0.564400	+0.408864	-0.494335	+0.437013	-0.379244	+0.627312	-0.102898	+0.655972	-0.233134	+0.688051	-0.105152	+0.726673	+0.053240	+0.739742	+0.092815	+0.742168	+0.072516	+0.765964	+0.015827
+0.335022	-0.505829	+0.377412	-0.808704	+0.418864	-0.244750	+0.447013	-0.372865	+0.637312	-0.070384	+0.665972	-0.007603	+0.698051	-0.041747	+0.736673	+0.111101	+0.749742	+0.124401	+0.752168	+0.124284	+0.775964	+0.074708
+0.345022	-0.508093	+0.387412	-0.161982	+0.428864	-0.385372	+0.457013	-0.387513	+0.647312	-0.093439	+0.675972	-0.045865	+0.708051	-0.035358	+0.746673	+0.106268	+0.759742	+0.090338	+0.762168	+0.094140	+0.785964	+0.054117
+0.355022	-0.509934	+0.397412	-0.354524	+0.438864	-0.369014	+0.467013	-0.434505	+0.657312	+0.034081	+0.685972	+0.037585	+0.718051	+0.050396	+0.756673	+0.065312	+0.769742	+0.106324	+0.772168	+0.029117	+0.795964	+0.228394
+0.365022	-0.508715	+0.407412	-0.405569	+0.448864	-0.387417	+0.477013	-0.423627	+0.667312	-0.016008	+0.695972	+0.006976	+0.728051	+0.057880	+0.766673	+0.093996	+0.779742	+0.073951	+0.782168	+0.100351	+0.805964	+0.142610
+0.375022	-0.511288	+0.417412	-0.408573	+0.458864	-0.417475	+0.487013	-0.585843	+0.677312	-0.018209	+0.705972	+0.015548	+0.738051	+0.031542	+0.776673	+0.102286	+0.789742	+0.085090	+0.792168	+0.128041	+0.815964	+0.126240
+0.385022	-0.518178	+0.427412	-0.438758	+0.468864	-0.432372	+0.497013	-0.139335	+0.687312	-0.045232	+0.715972	+0.061247	+0.748051	+0.015146	+0.786673	+0.074140	+0.799742	+0.120353	+0.802168	+0.112572	+0.825964	+0.188303
+0.395022	-0.509324	+0.437412	-0.441376	+0.478864	-0.428191	+0.507013	-0.314127	+0.697312	+0.080783	+0.725972	+0.040499	+0.758051	+0.149929	+0.796673	+0.055998	+0.809742	+0.088126	+0.812168	+0.094469	+0.835964	+0.028010
+0.405022	-0.513442	+0.447412	-0.449090	+0.488864	-0.519304	+0.517013	-0.381425	+0.707312	-0.087770	+0.735972	-0.057851	+0.768051	+0.071534	+0.806673	+0.050245	+0.819742	-0.042702	+0.822168	+0.084061	+0.845964	+0.156976
