#omega_15	E_QP(omega)_15#	omega_16	E_QP(omega)_16#	omega_17	E_QP(omega)_17#	omega_18	E_QP(omega)_18#	omega_19	E_QP(omega)_19#	omega_20	E_QP(omega)_20#	omega_21	E_QP(omega)_21#	omega_22	E_QP(omega)_22#	omega_23	E_QP(omega)_23#	omega_24	E_QP(omega)_24#	omega_25	E_QP(omega)_25
-0.255467	-0.553446	-0.204634	-0.484611	-0.176139	-0.470598	-0.176139	-0.470598	-0.087286	-0.365516	-0.087285	-0.365515	+0.172153	+0.044505	+0.172154	+0.044506	+0.237115	+0.107186	+0.269984	+0.134048	+0.269984	+0.134048
-0.245467	-0.554627	-0.194634	-0.486100	-0.166139	-0.471695	-0.166139	-0.471695	-0.077286	-0.366876	-0.077285	-0.366875	+0.182153	+0.042857	+0.182154	+0.042858	+0.247115	+0.105955	+0.279984	+0.132515	+0.279984	+0.132516
-0.235467	-0.555794	-0.184634	-0.487565	-0.156139	-0.472783	-0.156139	-0.472783	-0.067286	-0.368245	-0.067285	-0.368244	+0.192153	+0.041164	+0.192154	+0.041165	+0.257115	+0.104642	+0.289984	+0.130810	+0.289984	+0.130810
-0.225467	-0.556947	-0.174634	-0.489010	-0.146139	-0.473862	-0.146139	-0.473862	-0.057286	-0.369625	-0.057285	-0.369624	+0.202153	+0.039421	+0.202154	+0.039421	+0.267115	+0.103234	+0.299984	+0.128877	+0.299984	+0.128878
-0.215467	-0.558087	-0.164634	-0.490436	-0.136139	-0.474933	-0.136139	-0.474933	-0.047286	-0.371018	-0.047285	-0.371017	+0.212153	+0.037623	+0.212154	+0.037624	+0.277115	+0.101715	+0.309984	+0.126593	+0.309984	+0.126593
-0.205467	-0.559215	-0.154634	-0.491844	-0.126139	-0.475997	-0.126139	-0.475997	-0.037286	-0.372426	-0.037285	-0.372424	+0.222153	+0.035766	+0.222154	+0.035766	+0.287115	+0.100064	+0.319984	+0.125461	+0.319984	+0.125462
-0.195467	-0.560332	-0.144634	-0.493235	-0.116139	-0.477053	-0.116139	-0.477053	-0.027286	-0.373849	-0.027285	-0.373848	+0.232153	+0.033843	+0.232154	+0.033844	+0.297115	+0.098255	+0.329984	+0.121564	+0.329984	+0.121564
-0.185467	-0.561437	-0.134634	-0.494613	-0.106139	-0.478103	-0.106139	-0.478103	-0.017286	-0.375291	-0.017285	-0.375290	+0.242153	+0.031848	+0.242154	+0.031849	+0.307115	+0.096251	+0.339984	+0.117770	+0.339984	+0.117770
-0.175467	-0.562532	-0.124634	-0.495977	-0.096139	-0.479147	-0.096139	-0.479147	-0.007286	-0.376754	-0.007285	-0.376752	+0.252153	+0.029773	+0.252154	+0.029774	+0.317115	+0.094000	+0.349984	+0.112954	+0.349984	+0.112954
-0.165467	-0.563617	-0.114634	-0.497328	-0.086139	-0.480184	-0.086139	-0.480184	+0.002714	-0.378239	+0.002715	-0.378237	+0.262153	+0.027609	+0.262154	+0.027610	+0.327115	+0.091421	+0.359984	+0.106289	+0.359984	+0.106290
-0.155467	-0.564693	-0.104634	-0.498669	-0.076139	-0.481216	-0.076139	-0.481216	+0.012714	-0.379749	+0.012715	-0.379748	+0.272153	+0.025346	+0.272154	+0.025347	+0.337115	+0.088342	+0.369984	+0.095887	+0.369984	+0.095887
-0.145467	-0.565760	-0.094634	-0.500001	-0.066139	-0.482244	-0.066139	-0.482243	+0.022714	-0.381288	+0.022715	-0.381286	+0.282153	+0.022971	+0.282154	+0.022972	+0.347115	+0.083792	+0.379984	+0.076883	+0.379984	+0.076885
-0.135467	-0.566819	-0.084634	-0.501323	-0.056139	-0.483266	-0.056139	-0.483266	+0.032714	-0.382858	+0.032715	-0.382856	+0.292153	+0.020469	+0.292154	+0.020470	+0.357115	+0.082831	+0.389984	+0.020963	+0.389984	+0.020960
-0.125467	-0.567869	-0.074634	-0.502639	-0.046139	-0.484284	-0.046139	-0.484284	+0.042714	-0.384462	+0.042715	-0.384461	+0.302153	+0.017822	+0.302154	+0.017823	+0.367115	+0.076968	+0.399984	+0.568838	+0.399984	+0.568812
-0.115467	-0.568913	-0.064634	-0.503948	-0.036139	-0.485298	-0.036139	-0.485298	+0.052714	-0.386106	+0.052715	-0.386105	+0.312153	+0.015007	+0.312154	+0.015008	+0.377115	+0.070261	+0.409984	+0.194274	+0.409984	+0.194270
-0.105467	-0.569949	-0.054634	-0.505252	-0.026139	-0.486309	-0.026139	-0.486309	+0.062714	-0.387793	+0.062715	-0.387791	+0.322153	+0.011996	+0.322154	+0.011997	+0.387115	+0.061137	+0.419984	+0.136545	+0.419984	+0.136537
-0.095467	-0.570979	-0.044634	-0.506552	-0.016139	-0.487317	-0.016139	-0.487317	+0.072714	-0.389528	+0.072715	-0.389527	+0.332153	+0.008752	+0.332154	+0.008753	+0.397115	+0.046889	+0.429984	+0.140155	+0.429984	+0.140158
-0.085467	-0.572003	-0.034634	-0.507849	-0.006139	-0.488322	-0.006139	-0.488322	+0.082714	-0.391318	+0.082715	-0.391316	+0.342153	+0.005225	+0.342154	+0.005226	+0.407115	+0.025803	+0.439984	+0.113649	+0.439984	+0.113649
-0.075467	-0.573022	-0.024634	-0.509144	+0.003861	-0.489325	+0.003861	-0.489324	+0.092714	-0.393168	+0.092715	-0.393167	+0.352153	+0.001341	+0.352154	+0.001342	+0.417115	-0.027608	+0.449984	+0.057350	+0.449984	+0.057347
-0.065467	-0.574035	-0.014634	-0.510438	+0.013861	-0.490325	+0.013861	-0.490325	+0.102714	-0.395088	+0.102715	-0.395087	+0.362153	-0.003021	+0.362154	-0.003020	+0.427115	-0.289070	+0.459984	+0.427643	+0.459984	+0.427612
-0.055467	-0.575043	-0.004634	-0.511731	+0.023861	-0.491324	+0.023861	-0.491324	+0.112714	-0.397087	+0.112715	-0.397086	+0.372153	-0.008143	+0.372154	-0.008143	+0.437115	+0.411816	+0.469984	+0.193939	+0.469984	+0.193937
-0.045467	-0.576047	+0.005366	-0.513026	+0.033861	-0.492322	+0.033861	-0.492322	+0.122714	-0.399175	+0.122715	-0.399174	+0.382153	-0.015610	+0.382154	-0.015610	+0.447115	+0.249001	+0.479984	+0.162365	+0.479984	+0.162364
-0.035467	-0.577047	+0.015366	-0.514323	+0.043861	-0.493319	+0.043861	-0.493319	+0.132714	-0.401366	+0.132715	-0.401365	+0.392153	-0.013802	+0.392154	-0.013803	+0.457115	+0.171158	+0.489984	+0.150547	+0.489984	+0.150546
-0.025467	-0.578043	+0.025366	-0.515624	+0.053861	-0.494315	+0.053861	-0.494315	+0.142714	-0.403676	+0.142715	-0.403675	+0.402153	-0.024021	+0.402154	-0.024021	+0.467115	+0.145614	+0.499984	+0.133458	+0.499984	+0.133457
-0.015467	-0.579036	+0.035366	-0.516929	+0.063861	-0.495312	+0.063861	-0.495312	+0.152714	-0.406126	+0.152715	-0.406125	+0.412153	-0.034818	+0.412154	-0.034818	+0.477115	+0.130498	+0.509984	+0.122581	+0.509984	+0.122581
-0.005467	-0.580026	+0.045366	-0.518239	+0.073861	-0.496309	+0.073861	-0.496309	+0.162714	-0.408739	+0.162715	-0.408738	+0.422153	-0.042307	+0.422154	-0.042307	+0.487115	+0.119168	+0.519984	+0.136828	+0.519984	+0.136828
+0.004533	-0.581013	+0.055366	-0.519557	+0.083861	-0.497307	+0.083861	-0.497306	+0.172714	-0.411548	+0.172715	-0.411547	+0.432153	-0.058059	+0.432154	-0.058059	+0.497115	+0.113965	+0.529984	+0.118310	+0.529984	+0.118308
+0.014533	-0.581998	+0.065366	-0.520882	+0.093861	-0.498306	+0.093861	-0.498305	+0.182714	-0.414593	+0.182715	-0.414592	+0.442153	-0.081098	+0.442154	-0.081099	+0.507115	+0.101988	+0.539984	+0.113152	+0.539984	+0.113151
+0.024533	-0.582981	+0.075366	-0.522218	+0.103861	-0.499306	+0.103861	-0.499306	+0.192714	-0.417928	+0.192715	-0.417927	+0.452153	-0.127398	+0.452154	-0.127403	+0.517115	+0.098934	+0.549984	+0.081684	+0.549984	+0.081680
+0.034533	-0.583963	+0.085366	-0.523564	+0.113861	-0.500309	+0.113861	-0.500309	+0.202714	-0.421625	+0.202715	-0.421624	+0.462153	-0.425286	+0.462154	-0.425298	+0.527115	+0.084182	+0.559984	-0.049279	+0.559984	-0.049273
+0.044533	-0.584944	+0.095366	-0.524923	+0.123861	-0.501315	+0.123861	-0.501315	+0.212714	-0.425786	+0.212715	-0.425785	+0.472153	-0.131647	+0.472154	-0.131651	+0.537115	+0.069319	+0.569984	+0.213065	+0.569984	+0.213054
+0.054533	-0.585924	+0.105366	-0.526296	+0.133861	-0.502324	+0.133861	-0.502324	+0.222714	-0.430562	+0.222715	-0.430561	+0.482153	-0.192305	+0.482154	-0.192326	+0.547115	+0.102949	+0.579984	+0.155339	+0.579984	+0.155337
+0.064533	-0.586904	+0.115366	-0.527685	+0.143861	-0.503336	+0.143861	-0.503336	+0.232714	-0.436193	+0.232715	-0.436193	+0.492153	-0.693123	+0.492154	-0.691589	+0.557115	+0.081851	+0.589984	+0.129896	+0.589984	+0.129895
+0.074533	-0.587883	+0.125366	-0.529092	+0.153861	-0.504354	+0.153861	-0.504354	+0.242714	-0.443124	+0.242715	-0.443124	+0.502153	+0.252943	+0.502154	+0.252922	+0.567115	+0.063164	+0.599984	+0.104902	+0.599984	+0.104900
+0.084533	-0.588863	+0.135366	-0.530519	+0.163861	-0.505376	+0.163861	-0.505376	+0.252714	-0.452604	+0.252715	-0.452605	+0.512153	+0.108262	+0.512154	+0.108258	+0.577115	+0.027443	+0.609984	+0.010412	+0.609984	+0.010470
+0.094533	-0.589844	+0.145366	-0.531969	+0.173861	-0.506405	+0.173861	-0.506404	+0.262714	-0.449733	+0.262715	-0.449734	+0.522153	+0.046458	+0.522154	+0.046456	+0.587115	-0.059240	+0.619984	+0.130720	+0.619984	+0.130717
+0.104533	-0.590827	+0.155366	-0.533444	+0.183861	-0.507440	+0.183861	-0.507440	+0.272714	-0.472262	+0.272715	-0.472265	+0.532153	+0.030472	+0.532154	+0.030496	+0.597115	+0.080142	+0.629984	+0.166165	+0.629984	+0.166164
+0.114533	-0.591810	+0.165366	-0.534946	+0.193861	-0.508483	+0.193861	-0.508483	+0.282714	-0.498825	+0.282715	-0.498832	+0.542153	-0.040689	+0.542154	-0.040683	+0.607115	+0.131549	+0.639984	+0.111047	+0.639984	+0.111043
+0.124533	-0.592796	+0.175366	-0.536480	+0.203861	-0.509535	+0.203861	-0.509535	+0.292714	-0.574173	+0.292715	-0.574211	+0.552153	+0.212739	+0.552154	+0.212732	+0.617115	+0.123190	+0.649984	+0.149882	+0.649984	+0.149882
+0.134533	-0.593785	+0.185366	-0.538049	+0.213861	-0.510597	+0.213861	-0.510597	+0.302714	-0.393536	+0.302715	-0.393557	+0.562153	+0.047607	+0.562154	+0.047602	+0.627115	+0.108299	+0.659984	+0.126741	+0.659984	+0.126742
+0.144533	-0.594776	+0.195366	-0.539657	+0.223861	-0.511671	+0.223861	-0.511671	+0.312714	-0.524574	+0.312715	-0.524573	+0.572153	+0.027055	+0.572154	+0.027051	+0.637115	+0.078144	+0.669984	+0.082289	+0.669984	+0.082282
+0.154533	-0.595771	+0.205366	-0.541309	+0.233861	-0.512759	+0.233861	-0.512759	+0.322714	-0.679572	+0.322715	-0.679583	+0.582153	-0.014783	+0.582154	-0.014791	+0.647115	+0.006349	+0.679984	+0.174395	+0.679984	+0.174389
+0.164533	-0.596770	+0.215366	-0.543011	+0.243861	-0.513864	+0.243861	-0.513864	+0.332714	-2.028637	+0.332715	-2.028726	+0.592153	-0.008243	+0.592154	-0.008243	+0.657115	+0.108080	+0.689984	+0.111652	+0.689984	+0.111651
+0.174533	-0.597774	+0.225366	-0.544768	+0.253861	-0.514988	+0.253861	-0.514988	+0.342714	-0.034245	+0.342715	-0.034286	+0.602153	-0.012076	+0.602154	-0.012077	+0.667115	+0.067315	+0.699984	+0.099323	+0.699984	+0.099331
+0.184533	-0.598783	+0.235366	-0.546589	+0.263861	-0.516138	+0.263861	-0.516138	+0.352714	-0.230209	+0.352715	-0.230219	+0.612153	-0.053360	+0.612154	-0.053360	+0.677115	+0.088132	+0.709984	-0.023160	+0.709984	-0.023157
+0.194533	-0.599797	+0.245366	-0.548483	+0.273861	-0.517319	+0.273861	-0.517319	+0.362714	-0.293688	+0.362715	-0.293692	+0.622153	-0.086740	+0.622154	-0.086740	+0.687115	+0.052417	+0.719984	+0.129931	+0.719984	+0.129926
+0.204533	-0.600818	+0.255366	-0.550461	+0.283861	-0.518543	+0.283861	-0.518542	+0.372714	-0.326193	+0.372715	-0.326194	+0.632153	-0.177821	+0.632154	-0.177821	+0.697115	-0.019051	+0.729984	+0.138986	+0.729984	+0.138983
+0.214533	-0.601846	+0.265366	-0.552537	+0.293861	-0.519826	+0.293861	-0.519826	+0.382714	-0.347809	+0.382715	-0.347810	+0.642153	-0.665861	+0.642154	-0.665861	+0.707115	+0.077260	+0.739984	+0.058094	+0.739984	+0.058092
+0.224533	-0.602882	+0.275366	-0.554727	+0.303861	-0.521202	+0.303861	-0.521202	+0.392714	-0.360067	+0.392715	-0.360067	+0.652153	+0.323885	+0.652154	+0.323889	+0.717115	+0.123514	+0.749984	+0.113624	+0.749984	+0.113625
+0.234533	-0.603927	+0.285366	-0.557054	+0.313861	-0.522739	+0.313861	-0.522739	+0.402714	-0.371320	+0.402715	-0.371320	+0.662153	+0.102718	+0.662154	+0.102727	+0.727115	+0.048766	+0.759984	+0.140591	+0.759984	+0.140579
+0.244533	-0.604981	+0.295366	-0.559545	+0.323861	-0.524609	+0.323861	-0.524609	+0.412714	-0.380447	+0.412715	-0.380447	+0.672153	+0.022878	+0.672154	+0.022878	+0.737115	+0.023515	+0.769984	+0.128191	+0.769984	+0.128228
+0.254533	-0.606046	+0.305366	-0.562239	+0.333861	-0.527438	+0.333861	-0.527438	+0.422714	-0.388362	+0.422715	-0.388362	+0.682153	-0.066299	+0.682154	-0.066286	+0.747115	+0.205300	+0.779984	+0.150542	+0.779984	+0.150538
+0.264533	-0.607124	+0.315366	-0.565190	+0.343861	-0.536894	+0.343861	-0.536896	+0.432714	-0.395762	+0.432715	-0.395761	+0.692153	-0.324090	+0.692154	-0.324107	+0.757115	+0.034401	+0.789984	+0.081400	+0.789984	+0.081374
+0.274533	-0.608215	+0.325366	-0.568474	+0.353861	-0.517668	+0.353861	-0.517660	+0.442714	-0.404829	+0.442715	-0.404828	+0.702153	+0.077367	+0.702154	+0.077367	+0.767115	+0.043857	+0.799984	+0.101697	+0.799984	+0.101698
+0.284533	-0.609321	+0.335366	-0.572215	+0.363861	-0.521856	+0.363861	-0.521856	+0.452714	-0.403843	+0.452715	-0.403842	+0.712153	+0.001096	+0.712154	+0.001092	+0.777115	+0.036202	+0.809984	+0.142593	+0.809984	+0.142575
+0.294533	-0.610446	+0.345366	-0.576625	+0.373861	-0.525382	+0.373861	-0.525382	+0.462714	-0.413075	+0.462715	-0.413074	+0.722153	-0.002200	+0.722154	-0.002205	+0.787115	+0.204344	+0.819984	+0.141728	+0.819984	+0.141716
+0.304533	-0.611592	+0.355366	-0.582125	+0.383861	-0.527660	+0.383861	-0.527660	+0.472714	-0.421400	+0.472715	-0.421400	+0.732153	-0.071510	+0.732154	-0.071523	+0.797115	+0.027237	+0.829984	+0.161250	+0.829984	+0.161239
+0.314533	-0.612781	+0.365366	-0.589785	+0.393861	-0.530417	+0.393861	-0.530417	+0.482714	-0.436281	+0.482715	-0.436281	+0.742153	-0.368792	+0.742154	-0.368792	+0.807115	+0.124214	+0.839984	+0.020479	+0.839984	+0.020483
+0.324533	-0.613902	+0.375366	-0.603770	+0.403861	-0.529861	+0.403861	-0.529861	+0.492714	-0.394829	+0.492715	-0.394837	+0.752153	+0.093181	+0.752154	+0.093174	+0.817115	+0.132184	+0.849984	+0.151972	+0.849984	+0.151980
+0.334533	-0.615145	+0.385366	-0.681645	+0.413861	-0.532107	+0.413861	-0.532107	+0.502714	-0.426319	+0.502715	-0.426315	+0.762153	+0.175247	+0.762154	+0.175214	+0.827115	+0.104251	+0.859984	+0.118819	+0.859984	+0.118800
+0.344533	-0.616412	+0.395366	-0.562663	+0.423861	-0.533910	+0.423861	-0.533910	+0.512714	-0.435161	+0.512715	-0.435161	+0.772153	+0.098990	+0.772154	+0.098966	+0.837115	+0.012005	+0.869984	+0.103630	+0.869984	+0.103629
+0.354533	-0.617729	+0.405366	-0.590329	+0.433861	-0.535252	+0.433861	-0.535252	+0.522714	-0.444357	+0.522715	-0.444357	+0.782153	+0.019949	+0.782154	+0.019942	+0.847115	+0.005980	+0.879984	+0.195526	+0.879984	+0.195530
+0.364533	-0.619127	+0.415366	-0.608162	+0.443861	-0.537332	+0.443861	-0.537331	+0.532714	-0.460973	+0.532715	-0.460974	+0.792153	+0.008714	+0.792154	+0.008706	+0.857115	+0.109026	+0.889984	+0.151112	+0.889984	+0.151138
+0.374533	-0.620715	+0.425366	-0.625747	+0.453861	-0.538887	+0.453861	-0.538887	+0.542714	-0.491685	+0.542715	-0.491695	+0.802153	-0.103055	+0.802154	-0.103076	+0.867115	+0.056801	+0.899984	+0.107936	+0.899984	+0.107942
+0.384533	-0.622632	+0.435366	-0.657653	+0.463861	-0.541823	+0.463861	-0.541822	+0.552714	-0.425971	+0.552715	-0.425977	+0.812153	+0.135157	+0.812154	+0.135317	+0.877115	+0.063762	+0.909984	+0.123328	+0.909984	+0.123319
+0.394533	-0.623999	+0.445366	-0.724388	+0.473861	-0.548367	+0.473861	-0.548368	+0.562714	-0.390830	+0.562715	-0.390844	+0.822153	+0.001437	+0.822154	+0.001431	+0.887115	-0.042984	+0.919984	+0.170262	+0.919984	+0.170253
+0.404533	-0.624765	+0.455366	-1.069122	+0.483861	-0.538734	+0.483861	-0.538734	+0.572714	-0.461954	+0.572715	-0.461961	+0.832153	-0.081515	+0.832154	-0.081529	+0.897115	+0.048716	+0.929984	+0.042649	+0.929984	+0.042593
+0.414533	-0.628227	+0.465366	+0.293532	+0.493861	-0.544052	+0.493861	-0.544052	+0.582714	-0.459202	+0.582715	-0.459207	+0.842153	+0.224499	+0.842154	+0.224411	+0.907115	-0.207678	+0.939984	+0.156884	+0.939984	+0.156881
+0.424533	-0.638907	+0.475366	-0.363127	+0.503861	-0.547214	+0.503861	-0.547214	+0.592714	-0.487205	+0.592715	-0.487206	+0.852153	-0.022152	+0.852154	-0.022155	+0.917115	+0.099067	+0.949984	+0.062067	+0.949984	+0.062083
+0.434533	-0.619702	+0.485366	-0.454926	+0.513861	-0.549318	+0.513861	-0.549318	+0.602714	-0.489343	+0.602715	-0.489365	+0.862153	+0.009311	+0.862154	+0.009392	+0.927115	+0.054133	+0.959984	+0.207760	+0.959984	+0.207785
+0.444533	-0.626749	+0.495366	-0.494255	+0.523861	-0.555527	+0.523861	-0.555527	+0.612714	-0.532550	+0.612715	-0.532537	+0.872153	-0.040655	+0.872154	-0.040673	+0.937115	+0.144299	+0.969984	+0.201028	+0.969984	+0.201012
+0.454533	-0.630475	+0.505366	-0.516149	+0.533861	-0.552604	+0.533861	-0.552603	+0.622714	+0.079803	+0.622715	+0.079897	+0.882153	+0.094463	+0.882154	+0.094467	+0.947115	+0.180340	+0.979984	+0.133223	+0.979984	+0.133222
+0.464533	-0.632461	+0.515366	-0.533968	+0.543861	-0.554609	+0.543861	-0.554610	+0.632714	-0.384519	+0.632715	-0.384532	+0.892153	-0.072720	+0.892154	-0.072732	+0.957115	+0.067295	+0.989984	+0.159556	+0.989984	+0.159525
+0.474533	-0.629940	+0.525366	-0.559910	+0.553861	-0.557201	+0.553861	-0.557200	+0.642714	-0.466028	+0.642715	-0.466042	+0.902153	+0.081566	+0.902154	+0.081570	+0.967115	+0.064140	+0.999984	+0.180565	+0.999984	+0.180556
+0.484533	-0.638578	+0.535366	-0.490101	+0.563861	-0.575241	+0.563861	-0.575230	+0.652714	-0.423230	+0.652715	-0.423225	+0.912153	-0.047435	+0.912154	-0.047451	+0.977115	+0.082694	+1.009984	+0.104131	+1.009984	+0.104161
+0.494533	-0.642695	+0.545366	-0.538428	+0.573861	-0.561364	+0.573861	-0.561364	+0.662714	-0.440110	+0.662715	-0.440101	+0.922153	-0.084188	+0.922154	-0.084153	+0.987115	-0.063977	+1.019984	+0.225238	+1.019984	+0.225236
+0.504533	-0.652180	+0.555366	-0.552731	+0.583861	-0.581098	+0.583861	-0.581100	+0.672714	-0.536931	+0.672715	-0.536938	+0.932153	-0.220201	+0.932154	-0.220211	+0.997115	+0.296323	+1.029984	+0.126697	+1.029984	+0.126694
+0.514533	-0.625971	+0.565366	-0.545091	+0.593861	-0.569766	+0.593861	-0.569764	+0.682714	-0.080124	+0.682715	-0.079698	+0.942153	-0.084172	+0.942154	-0.084200	+1.007115	+0.076498	+1.039984	+0.032118	+1.039984	+0.032105
+0.524533	-0.638583	+0.575366	-0.556876	+0.603861	-0.571985	+0.603861	-0.571986	+0.692714	-0.318328	+0.692715	-0.318349	+0.952153	-0.241985	+0.952154	-0.242106	+1.017115	-0.075360	+1.049984	-0.095747	+1.049984	-0.095778
+0.534533	-0.641322	+0.585366	-0.568845	+0.613861	-0.631362	+0.613861	-0.631365	+0.702714	-0.452189	+0.702715	-0.452091	+0.962153	+0.356307	+0.962154	+0.356299	+1.027115	+0.121542	+1.059984	+0.225669	+1.059984	+0.225676
+0.544533	-0.650361	+0.595366	-0.588551	+0.623861	-0.483942	+0.623861	-0.483946	+0.712714	-0.371168	+0.712715	-0.371213	+0.972153	+0.103432	+0.972154	+0.103397	+1.037115	+0.149728	+1.069984	+0.184088	+1.069984	+0.184146
+0.554533	-0.662895	+0.605366	-0.515580	+0.633861	-0.529797	+0.633861	-0.529801	+0.722714	-0.405016	+0.722715	-0.405015	+0.982153	-0.056468	+0.982154	-0.056477	+1.047115	+0.093038	+1.079984	+0.255884	+1.079984	+0.255895
+0.564533	-0.696201	+0.615366	-0.566616	+0.643861	-0.562331	+0.643861	-0.562337	+0.732714	-0.435552	+0.732715	-0.435532	+0.992153	-0.549471	+0.992154	-0.549562	+1.057115	+0.033836	+1.089984	+0.176038	+1.089984	+0.176048
